This file was created by CMPT_ME_PRIOR_RETS using the 202208 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194211,      3.22,      3.75,      3.54,     98.14,     81.91,     43.93
194212,      3.44,      3.70,      3.00,     95.55,     81.00,     41.56
194301,      4.04,      3.69,      2.72,     70.39,     94.26,     60.40
194302,      3.71,      4.17,      4.02,     55.20,    109.18,     70.53
194303,      4.82,      4.54,      3.92,     84.16,    108.99,     55.37
194304,      5.81,      5.21,      3.92,     92.98,    114.24,     56.77
194305,      6.00,      5.43,      4.05,    118.20,     95.37,     45.40
194306,      6.85,      5.84,      4.33,    147.84,     75.32,     47.55
194307,      6.90,      5.98,      4.33,    144.42,     73.32,     51.28
194308,      6.39,      5.41,      4.01,    116.54,     94.22,     46.26
194309,      5.93,      5.58,      4.09,    127.46,     85.54,     45.55
194310,      5.61,      5.86,      4.32,     93.68,    124.19,     42.27
194311,      5.59,      5.71,      4.50,    117.90,    102.61,     39.96
194312,      5.43,      4.93,      4.12,    136.36,     66.96,     35.82
194401,      5.93,      5.53,      4.57,    133.19,     81.84,     35.87
194402,      5.27,      6.16,      5.04,    115.72,    106.61,     44.13
194403,      5.03,      6.25,      5.25,    111.83,    108.00,     42.29
194404,      5.13,      6.50,      5.48,     97.75,    121.01,     47.94
194405,      4.99,      6.06,      5.60,     99.78,    119.68,     46.94
194406,      5.16,      6.69,      5.81,     73.59,    121.36,     89.05
194407,      5.94,      7.15,      6.20,    101.84,    138.30,     54.17
194408,      6.24,      7.18,      5.65,    162.12,     93.40,     35.43
194409,      6.20,      7.56,      5.81,    146.72,     99.60,     36.03
194410,      6.89,      7.08,      5.93,    154.74,     96.95,     35.07
194411,      6.46,      7.35,      5.93,    149.53,     96.25,     37.43
194412,      7.64,      7.35,      5.69,    153.59,     89.76,     31.17
194501,      7.82,      7.95,      6.32,    154.56,    100.11,     38.20
194502,      8.71,      7.85,      6.73,    156.62,    100.29,     44.67
194503,      8.96,      8.56,      7.54,    161.90,    105.30,     45.95
194504,      8.25,      8.32,      6.90,    183.04,     76.21,     39.69
194505,      8.26,      8.80,      8.06,    200.07,     81.58,     44.31
194506,      8.26,      9.50,      8.09,    198.67,     92.78,     47.93
194507,      8.72,      9.25,      8.66,    183.15,    102.29,     66.72
194508,      9.18,      8.70,      7.78,    181.55,     94.19,     50.91
194509,      9.60,      9.58,      7.99,    177.67,    117.93,     54.79
194510,      9.67,     10.01,      8.91,    200.24,    109.75,     59.05
194511,     10.36,     10.10,     10.07,    218.91,    104.06,     58.92
194512,     11.55,     11.77,     10.32,    225.42,    103.99,     62.26
194601,     12.89,     11.09,     11.15,    227.22,    102.31,     70.89
194602,     13.13,     13.00,     11.95,    231.73,    115.96,     71.61
194603,     12.80,     11.85,     10.83,    210.88,    114.48,     75.50
194604,     14.02,     12.19,     11.30,    226.78,    112.86,     81.47
194605,     13.54,     12.98,     12.40,    235.36,    130.66,     84.99
194606,     14.60,     13.29,     13.30,    231.20,    153.29,     74.92
194607,     13.76,     12.36,     13.00,    214.22,    155.37,     75.13
194608,     12.78,     12.13,     12.29,    189.16,    165.79,     73.25
194609,     11.76,     10.68,     11.35,    163.43,    158.19,     79.36
194610,      9.74,      9.50,      9.23,    108.56,    169.98,     76.79
194611,      8.70,      9.71,      9.82,     96.46,    142.44,    111.86
194612,      8.31,      9.73,     10.10,     89.25,    137.38,    117.37
194701,      8.06,     10.29,     11.39,    106.06,    118.16,    148.12
194702,      8.11,     10.91,     12.14,     98.84,    113.37,    156.56
194703,      7.85,     10.97,     12.18,     59.64,    148.07,    127.67
194704,      7.85,     10.24,     11.15,     60.87,    150.70,    118.97
194705,      6.97,      9.56,     10.34,     55.72,    108.60,    148.47
194706,      6.72,      8.77,     10.21,     50.56,     76.65,    174.19
194707,      6.92,      9.51,     10.25,     43.74,     74.87,    190.23
194708,      7.46,     10.05,     10.22,     48.50,    104.11,    169.39
194709,      7.23,      9.78,     10.09,     51.84,    106.23,    161.83
194710,      7.44,      9.64,      9.73,     60.46,    133.86,    133.53
194711,      7.38,     10.08,      9.86,     64.88,    137.75,    133.31
194712,      7.37,      9.61,      9.23,     71.56,    129.73,    131.35
194801,      7.87,      8.92,      9.47,     65.40,    135.08,    140.43
194802,      7.36,      9.32,      9.20,     53.95,    123.41,    139.61
194803,      7.00,      8.40,      8.66,     53.86,    122.30,    126.70
194804,      7.74,      8.68,      9.42,     52.50,    134.31,    132.98
194805,      8.34,      8.64,      9.31,    119.86,    144.91,     97.04
194806,      8.70,     10.17,      9.50,    168.09,    142.11,     90.68
194807,      8.93,      9.55,      9.26,    160.61,    150.21,     84.76
194808,      7.69,      9.73,      8.68,     83.61,    161.97,    101.99
194809,      7.42,      9.85,      8.67,     95.78,    154.23,     98.56
194810,      7.18,      9.32,      8.33,     91.62,    141.32,    103.09
194811,      7.48,      9.29,      9.34,     63.12,    153.95,    123.94
194812,      6.73,      7.85,      8.47,     58.74,    124.95,    123.15
194901,      6.32,      8.11,      8.42,     59.14,    111.44,    156.89
194902,      6.34,      8.38,      8.96,     55.61,    112.45,    140.72
194903,      6.00,      8.19,      7.77,     54.75,    110.57,    136.36
194904,      6.57,      7.86,      9.06,     46.82,    103.71,    154.36
194905,      6.13,      7.81,      8.28,     52.08,    127.67,    126.31
194906,      5.91,      7.19,      7.95,     38.48,    109.18,    138.14
194907,      5.79,      7.25,      7.46,     42.58,    112.91,    128.89
194908,      6.32,      7.56,      7.72,     38.47,    135.60,    120.59
194909,      6.29,      7.72,      8.29,     46.48,    133.24,    127.34
194910,      6.55,      7.93,      8.74,     57.34,    125.00,    137.01
194911,      6.66,      8.36,      8.89,     61.04,    148.98,    120.50
194912,      6.90,      8.55,      7.84,     65.48,    149.12,    120.54
195001,      7.05,      8.82,      8.85,     74.05,    157.58,    130.22
195002,      7.25,      9.52,      9.32,     91.91,    158.00,    121.91
195003,      7.55,      9.51,      8.93,    140.37,    137.68,    121.64
195004,      7.61,      9.24,      8.75,    140.65,    137.76,    127.61
195005,      8.28,      9.23,      9.47,    114.95,    165.32,    129.03
195006,      8.84,      9.39,      9.02,    149.71,    138.48,    149.19
195007,      8.23,      8.69,      8.20,    124.79,    143.04,    138.54
195008,      8.62,      8.75,      9.33,     98.47,    154.57,    148.81
195009,      8.98,      9.70,      8.96,    128.58,    152.51,    147.32
195010,      9.49,     10.10,      9.38,    110.54,    168.70,    166.70
195011,      9.49,      9.62,      9.91,    130.31,    153.95,    162.42
195012,      9.08,      9.73,     10.40,    121.05,    165.48,    164.64
195101,      9.18,     11.03,     11.35,    133.44,    159.68,    188.75
195102,     11.04,     11.26,     12.07,    141.64,    179.99,    184.29
195103,     10.73,     11.94,     11.58,    145.15,    195.57,    169.62
195104,     10.28,     11.08,     11.56,    142.20,    205.14,    142.82
195105,     10.40,     11.69,     11.98,    145.36,    207.14,    163.69
195106,     10.16,     11.29,     11.43,    142.23,    193.45,    167.88
195107,      9.46,     10.54,     10.73,    141.19,    193.16,    148.88
195108,      9.98,     11.07,     11.92,    142.61,    174.13,    199.17
195109,     10.18,     11.94,     12.37,    167.82,    171.40,    197.87
195110,     10.42,     12.20,     12.41,    117.02,    186.32,    216.31
195111,     10.08,     11.87,     12.10,    178.62,    168.76,    183.17
195112,      9.44,     12.19,     12.25,    119.99,    201.19,    181.73
195201,      8.98,     12.40,     13.41,    125.34,    212.65,    185.66
195202,      9.26,     12.97,     13.58,    117.82,    204.30,    196.88
195203,      9.46,     12.19,     13.04,    114.76,    197.53,    191.13
195204,      9.50,     12.28,     14.03,    132.32,    198.79,    208.35
195205,      8.82,     12.25,     12.87,    149.52,    190.27,    184.09
195206,      9.56,     11.94,     12.63,    140.66,    176.77,    212.41
195207,      9.48,     12.19,     13.48,    148.16,    188.29,    218.62
195208,     10.29,     11.40,     13.59,    154.05,    180.51,    233.11
195209,     10.06,     11.73,     13.39,    138.71,    205.12,    202.09
195210,      9.78,     11.73,     12.70,    129.47,    200.93,    196.36
195211,      9.57,     11.20,     12.53,    102.33,    230.13,    173.84
195212,     10.17,     11.75,     12.91,    100.80,    210.04,    223.86
195301,     10.58,     11.94,     13.10,    115.66,    258.90,    191.13
195302,     10.48,     13.17,     13.16,    132.11,    230.89,    202.87
195303,     10.48,     12.84,     13.83,    141.32,    231.54,    203.41
195304,     10.67,     12.14,     13.18,    192.25,    219.55,    170.74
195305,     10.73,     11.69,     12.68,    181.25,    194.69,    195.22
195306,     10.72,     12.23,     12.32,    205.98,    200.00,    168.82
195307,      9.98,     11.66,     11.87,    209.46,    208.67,    129.48
195308,      9.84,     12.08,     12.19,    203.84,    224.44,    132.97
195309,      9.27,     11.79,     11.07,    137.46,    225.95,    155.14
195310,      9.53,     11.11,     11.19,    116.60,    237.22,    157.54
195311,      9.04,     11.54,     12.34,    118.06,    241.85,    176.01
195312,      9.07,     12.10,     12.01,    115.61,    243.92,    183.88
195401,      9.04,     11.71,     11.93,    113.33,    250.74,    182.25
195402,      9.69,     12.57,     13.04,    101.92,    248.33,    215.67
195403,      9.69,     12.74,     13.33,    118.28,    220.56,    237.48
195404,      9.85,     12.67,     14.36,    126.87,    228.70,    239.37
195405,      9.71,     13.26,     14.16,     97.57,    224.69,    280.58
195406,     10.29,     13.09,     15.55,    100.21,    231.07,    285.84
195407,     10.16,     13.73,     15.08,    110.76,    217.69,    296.17
195408,     10.58,     14.89,     15.80,    120.23,    250.77,    291.68
195409,     11.01,     14.23,     15.61,    150.41,    242.10,    273.87
195410,     11.98,     14.37,     15.18,    221.79,    263.35,    264.99
195411,     12.65,     14.02,     13.81,    226.46,    181.85,    354.95
195412,     13.08,     15.26,     15.68,    246.59,    242.42,    324.82
195501,     14.69,     16.03,     17.83,    268.93,    274.65,    327.67
195502,     15.04,     15.82,     18.27,    254.66,    293.63,    324.89
195503,     15.52,     17.74,     17.29,    267.34,    378.00,    242.22
195504,     15.67,     17.03,     17.69,    287.06,    403.56,    169.90
195505,     16.02,     17.25,     18.06,    310.15,    391.97,    179.70
195506,     15.45,     18.17,     17.38,    281.77,    361.50,    271.20
195507,     16.40,     17.86,     18.46,    306.72,    381.89,    291.36
195508,     16.10,     17.86,     19.14,    236.75,    385.37,    382.38
195509,     16.45,     18.15,     18.79,    240.53,    294.33,    499.60
195510,     16.40,     18.42,     18.31,    265.44,    323.60,    429.12
195511,     16.36,     18.02,     17.62,    234.60,    274.31,    494.41
195512,     17.41,     18.15,     19.03,    224.11,    313.81,    539.22
195601,     17.20,     19.73,     20.28,    167.59,    324.02,    562.17
195602,     16.79,     19.27,     20.35,    155.01,    306.16,    539.71
195603,     17.94,     18.97,     20.84,    159.82,    297.76,    582.18
195604,     18.41,     20.08,     21.18,    164.72,    317.50,    621.53
195605,     17.97,     19.65,     22.19,    162.25,    298.88,    643.21
195606,     17.71,     17.90,     21.58,    169.58,    341.06,    531.28
195607,     17.23,     19.03,     21.26,    260.64,    330.97,    522.54
195608,     17.90,     18.41,     23.71,    271.63,    373.55,    505.87
195609,     18.07,     17.83,     23.04,    252.10,    364.00,    485.41
195610,     16.56,     18.62,     22.09,    285.70,    361.53,    415.42
